player_name,player_id,total_pitches,ba,slg,woba,obp,hrs,doubles,triples,hits,abs,Team,Pos,Age,G,R,RBI,SB,CS,BB,SO,SH,SF,HBP,OPS
Rece Hinds,677956,171,0.116,0.279,0.177,0.136,2,1,0,5,43,CIN,OF,25,15,6,3,0,0,1,21,0,0,0,0.415
Denzer Guzman,694203,176,0.19,0.357,0.243,0.209,2,1,0,8,42,LAA,SS,21,13,4,3,0,0,1,22,0,0,0,0.566
Richie Palacios,680700,190,0.333,0.452,0.369,0.396,1,2,0,14,42,TB,OF,28,17,10,3,4,0,5,9,0,1,0,0.848
Austin Barnes,605131,164,0.214,0.286,0.227,0.233,0,3,0,9,42,LAD,C,35,13,4,2,0,0,1,14,1,0,0,0.519
Brice Matthews,694728,179,0.167,0.452,0.287,0.222,4,0,0,7,42,HOU,2B,23,13,6,9,1,0,2,20,2,0,1,0.674
Vinny Capra,681962,364,0.19,0.238,0.15,0.205,0,2,0,8,42,CWS,3B,29,23,4,2,1,0,1,10,2,1,0,0.443
Maverick Handley,668974,183,0.073,0.073,0.106,0.133,0,0,0,3,41,BAL,C,27,16,2,3,0,0,2,18,2,1,1,0.206
Trenton Brooks,670092,168,0.146,0.268,0.199,0.186,1,2,0,6,41,SD,DH,30,25,5,2,0,0,2,13,0,0,0,0.454
Daz Cameron,663662,159,0.195,0.293,0.221,0.214,1,1,0,8,41,MIL,OF,28,21,7,3,1,0,1,13,0,0,0,0.507
Vidal Bruján,660644,345,0.268,0.317,0.275,0.362,0,2,0,11,41,ATL,3B,27,24,8,5,0,0,5,9,0,0,1,0.679
George Valera,671655,203,0.22,0.415,0.33,0.333,2,2,0,9,41,CLE,DH,25,16,7,5,0,0,7,13,0,0,0,0.748
Matt Gorski,685301,181,0.195,0.39,0.256,0.214,2,0,1,8,41,PIT,1B,27,15,2,4,0,1,1,16,0,0,0,0.604
Jhonny Pereda,640902,333,0.175,0.225,0.295,0.283,0,2,0,7,40,ATH,C,29,19,3,3,0,0,6,13,0,0,0,0.508
Dustin Harris,687957,181,0.2,0.35,0.265,0.256,1,3,0,8,40,TEX,OF,26,19,5,2,1,1,3,13,0,0,0,0.606
Austin Wynns,642851,445,0.4,0.7,0.365,0.442,3,3,0,16,40,CIN,C,34,18,6,11,0,0,3,12,0,0,0,1.142
Alan Trejo,676701,148,0.175,0.225,0.181,0.19,0,2,0,7,40,COL,SS,29,14,3,1,0,0,1,7,1,1,0,0.415
Jonah Bride,681146,563,0.1,0.1,0.203,0.2,0,0,0,4,40,MIA,3B,29,12,3,2,0,0,5,15,0,0,0,0.3
James Outman,681546,605,0.103,0.282,0.237,0.205,2,1,0,4,39,LAD,OF,28,22,8,4,0,0,4,18,0,0,1,0.487
Kris Bryant,592178,167,0.154,0.205,0.181,0.195,0,2,0,6,39,COL,DH,33,11,2,1,0,0,2,13,0,0,0,0.4
Jorge Alfaro,595751,136,0.256,0.308,0.245,0.256,0,2,0,10,39,WSH,C,32,14,3,3,1,0,0,14,0,0,0,0.564
Austin Nola,543592,148,0.184,0.211,0.198,0.225,0,1,0,7,38,COL,C,35,15,2,1,0,0,2,5,1,0,0,0.436
Ryan Kreidler,668952,179,0.105,0.105,0.15,0.19,0,0,0,4,38,DET,OF,28,17,5,0,2,0,4,19,2,0,0,0.295
Alan Roden,702176,551,0.158,0.263,0.249,0.2,1,1,0,6,38,MIN,OF,25,12,5,1,1,0,0,13,0,0,2,0.463
Oliver Dunn,686554,154,0.167,0.222,0.19,0.205,0,2,0,6,36,MIL,3B,28,14,4,6,1,0,2,11,2,1,0,0.427
Cam Devanney,687478,162,0.139,0.167,0.162,0.184,0,1,0,5,36,PIT,3B,28,14,1,1,0,1,2,21,0,0,0,0.351
Jose Miranda,669304,127,0.167,0.25,0.179,0.167,1,0,0,6,36,MIN,3B,27,12,2,5,0,0,0,13,0,0,0,0.417
Yuli Gurriel,493329,148,0.111,0.139,0.167,0.2,0,1,0,4,36,SD,1B,41,16,2,3,0,0,4,8,0,0,0,0.339
Chris Taylor,621035,475,0.2,0.257,0.25,0.2,0,2,0,7,35,LAD,OF,35,28,4,2,0,1,0,13,0,0,0,0.457
Jacob Stallings,607732,480,0.114,0.143,0.171,0.139,0,1,0,4,35,BAL,C,35,14,1,3,0,0,1,9,0,0,0,0.282
Tomás Nido,621512,120,0.343,0.343,0.314,0.361,0,0,0,12,35,DET,C,31,11,4,2,0,0,0,10,1,0,1,0.704
Korey Lee,686676,153,0.257,0.429,0.333,0.333,1,3,0,9,35,CWS,C,27,26,10,3,0,0,4,7,1,0,0,0.762
Ryan Bliss,669208,151,0.2,0.314,0.268,0.282,1,1,0,7,35,SEA,2B,25,11,1,3,2,2,4,11,0,0,0,0.596
Zac Veen,691728,141,0.118,0.235,0.193,0.189,1,1,0,4,34,COL,OF,23,12,1,2,1,1,2,14,0,0,1,0.424
Ryan Noda,676116,259,0.088,0.176,0.211,0.295,1,0,0,3,34,CWS,1B,29,16,3,1,0,0,10,19,1,0,0,0.471
Luken Baker,663609,170,0.235,0.324,0.317,0.366,0,3,0,8,34,STL,DH,28,19,3,2,0,0,7,10,0,0,0,0.69
Amed Rosario,642708,646,0.303,0.485,0.321,0.303,1,3,0,10,33,NYY,3B,30,16,1,5,0,0,0,9,0,0,0,0.788
Sebastián Rivero,665861,127,0.182,0.242,0.198,0.206,0,2,0,6,33,LAA,C,27,11,4,2,1,0,1,9,0,0,0,0.448
Victor Mesa Jr.,683748,141,0.188,0.344,0.288,0.297,1,2,0,6,32,MIA,OF,24,16,7,6,0,0,5,5,1,0,0,0.641
Jose Siri,642350,163,0.063,0.125,0.146,0.167,0,2,0,2,32,NYM,OF,30,16,7,1,2,0,4,17,0,0,0,0.292
Shay Whitcomb,694376,138,0.125,0.219,0.146,0.125,1,0,0,4,32,HOU,2B,27,20,4,1,0,0,0,10,0,0,0,0.344
Dominic Fletcher,666150,130,0.219,0.469,0.311,0.265,1,5,0,7,32,CWS,OF,28,12,5,2,1,0,2,2,0,0,0,0.734
Aaron Schunk,668845,110,0.188,0.219,0.177,0.188,0,1,0,6,32,COL,SS,28,16,1,0,0,0,0,10,1,0,0,0.407
Pablo Reyes,622569,131,0.194,0.226,0.214,0.242,0,1,0,6,31,NYY,OF,32,25,4,2,1,0,2,10,1,0,0,0.468
Travis Jankowski,608671,182,0.258,0.323,0.256,0.294,0,2,0,8,31,TB,OF,34,14,6,2,2,0,2,9,0,1,0,0.617
Orlando Arcia,606115,784,0.194,0.226,0.233,0.219,0,1,0,6,31,ATL,SS,31,14,1,1,0,0,1,8,0,0,0,0.445
Luke Williams,663897,112,0.129,0.194,0.167,0.176,0,2,0,4,31,ATL,SS,29,45,5,5,5,0,1,9,0,1,1,0.37
Garrett Hampson,641658,381,0.167,0.167,0.205,0.359,0,0,0,5,30,ARI,OF,31,18,10,0,2,1,9,10,2,0,0,0.526
Isiah Kiner-Falefa,643396,1632,0.233,0.367,0.279,0.258,1,1,0,7,30,TOR,SS,30,19,5,5,0,0,0,8,0,0,1,0.625
Ronny Simon,682927,345,0.233,0.267,0.259,0.25,0,1,0,7,30,PIT,OF,25,8,4,2,1,0,1,8,0,1,0,0.517
Jhonny Pereda,640902,333,0.345,0.483,0.295,0.387,0,4,0,10,29,MIN,C,29,11,1,1,0,0,2,8,1,0,0,0.87
Leo Jiménez,677870,144,0.069,0.172,0.139,0.129,1,0,0,2,29,TOR,2B,24,18,2,1,0,0,2,8,1,0,0,0.301
José Barrero,676480,128,0.138,0.276,0.209,0.194,1,1,0,4,29,STL,OF,27,22,4,3,0,0,1,9,0,0,1,0.47
Garrett Hampson,641658,381,0.103,0.138,0.205,0.133,0,1,0,3,29,STL,OF,31,35,9,1,1,0,1,13,1,0,0,0.271
Daniel Johnson,669288,210,0.172,0.345,0.243,0.226,1,2,0,5,29,SF,OF,30,14,5,1,1,0,2,8,0,0,0,0.571
Carson McCusker,676812,131,0.172,0.172,0.17,0.2,0,0,0,5,29,MIN,OF,27,16,0,1,0,1,1,16,0,0,0,0.372
Bryce Eldridge,805811,160,0.107,0.179,0.242,0.297,0,2,0,3,28,SF,DH,21,10,1,4,0,0,7,13,0,1,1,0.476
Dylan Moore,664238,1012,0.259,0.481,0.28,0.3,2,0,0,7,27,TEX,2B,33,18,6,6,2,1,1,6,0,1,1,0.781
Scott Kingery,664068,104,0.148,0.185,0.182,0.207,0,1,0,4,27,LAA,2B,31,19,3,0,1,1,2,11,0,0,0,0.392
Owen Caissie,683357,103,0.192,0.346,0.245,0.222,1,1,0,5,26,CHC,OF,23,12,4,4,0,0,1,11,0,0,0,0.568
Austin Slater,596103,644,0.12,0.12,0.28,0.12,0,0,0,3,25,NYY,OF,32,14,2,2,0,0,0,16,0,0,0,0.24
Daniel Johnson,669288,210,0.208,0.25,0.243,0.269,0,1,0,5,24,BAL,OF,30,17,8,0,1,1,2,5,0,0,0,0.519
Jake Fraley,641584,839,0.304,0.348,0.316,0.333,0,1,0,7,23,ATL,OF,30,9,2,0,0,1,1,8,0,0,0,0.681
Logan Davidson,669722,204,0.182,0.364,0.225,0.182,1,1,0,4,22,LAA,1B,27,10,2,2,0,0,0,10,1,0,0,0.546
Tristin English,663536,97,0.091,0.136,0.123,0.13,0,1,0,2,22,ARI,1B,28,7,0,1,0,0,1,8,0,0,0,0.266
Grant McCray,687529,97,0.091,0.182,0.154,0.16,0,0,1,2,22,SF,OF,24,22,3,2,0,0,2,11,1,1,0,0.342
Mason McCoy,669200,97,0.136,0.182,0.224,0.269,0,1,0,3,22,SD,SS,30,18,5,1,2,0,3,7,0,0,1,0.451
Michael Stefanic,683021,98,0.182,0.182,0.224,0.28,0,0,0,4,22,TOR,2B,29,9,1,0,0,0,3,3,0,0,0,0.462
Esteury Ruiz,665923,88,0.19,0.333,0.264,0.261,1,0,0,4,21,LAD,OF,26,19,2,2,4,0,2,8,0,0,0,0.594
Ali Sánchez,645305,80,0.238,0.333,0.224,0.238,0,2,0,5,21,TOR,C,28,8,2,0,0,0,0,5,0,0,0,0.571
Luis Campusano,669134,127,0.0,0.0,0.154,0.222,0,0,0,0,21,SD,DH,27,10,0,0,0,0,6,11,0,0,0,0.222
Luis Guillorme,641645,81,0.15,0.15,0.159,0.19,0,0,0,3,20,HOU,2B,31,12,2,0,0,0,1,8,0,0,0,0.34
Billy McKinney,641856,86,0.2,0.25,0.219,0.238,0,1,0,4,20,TEX,OF,31,6,4,1,0,0,1,1,0,0,0,0.488
Ji Hwan Bae,678225,102,0.05,0.05,0.174,0.24,0,0,0,1,20,PIT,OF,26,13,4,0,4,1,5,9,0,0,0,0.29
Logan Davidson,669722,204,0.15,0.2,0.225,0.261,0,1,0,3,20,ATH,1B,27,9,1,2,0,0,3,12,1,0,0,0.461
David Villar,681584,95,0.2,0.25,0.295,0.36,0,1,0,4,20,SF,1B,28,9,4,1,0,0,4,5,0,0,1,0.61
Niko Kavadas,694359,108,0.1,0.1,0.167,0.217,0,0,0,2,20,LAA,1B,27,10,0,0,0,0,3,10,0,0,0,0.317
Carlos Santana,467793,1985,0.105,0.158,0.284,0.105,0,1,0,2,19,CHC,1B,39,8,0,2,0,0,0,5,0,0,0,0.263
Manuel Margot,622534,68,0.316,0.316,0.265,0.3,0,0,0,6,19,DET,OF,31,6,1,3,0,0,0,6,0,1,0,0.616
Bobby Dalbec,666915,87,0.222,0.278,0.284,0.333,0,1,0,4,18,CWS,1B,30,7,2,1,0,0,3,6,0,0,0,0.611
José Azocar,640492,67,0.278,0.278,0.276,0.35,0,0,0,5,18,NYM,OF,29,12,5,1,1,0,2,1,0,0,0,0.628
Keston Hiura,669374,75,0.222,0.278,0.289,0.333,0,1,0,4,18,COL,1B,29,8,3,1,0,0,0,7,0,0,3,0.611
Nicky Lopez,670032,106,0.056,0.056,0.13,0.227,0,0,0,1,18,CHC,3B,30,14,2,1,0,0,4,3,0,0,0,0.283
Garrett Hampson,641658,381,0.167,0.222,0.205,0.211,0,1,0,3,18,CIN,OF,31,9,0,0,0,0,1,6,0,0,0,0.433
Connor Kaiser,663731,68,0.111,0.167,0.149,0.158,0,1,0,2,18,ARI,2B,29,11,1,2,0,0,1,5,0,0,0,0.325
CJ Alexander,680769,67,0.176,0.176,0.156,0.176,0,0,0,3,17,ATH,3B,29,6,0,0,0,0,0,8,0,0,0,0.352
Michael Siani,672279,69,0.235,0.235,0.259,0.316,0,0,0,4,17,STL,OF,26,19,4,0,0,0,2,7,0,0,0,0.551
Buddy Kennedy,671083,127,0.059,0.059,0.132,0.111,0,0,0,1,17,LAD,3B,27,7,1,1,0,0,0,5,0,0,1,0.17
Akil Baddoo,668731,54,0.118,0.176,0.157,0.167,0,1,0,2,17,DET,OF,27,7,0,1,1,0,1,5,0,0,0,0.343
Chadwick Tromp,644433,69,0.188,0.438,0.221,0.188,1,1,0,3,16,BAL,C,30,6,2,1,0,0,0,4,0,0,0,0.626
Jack Winkler,676466,75,0.25,0.375,0.267,0.25,0,2,0,4,16,MIA,2B,27,14,2,0,1,0,0,4,0,0,0,0.625
Blake Sabol,666165,85,0.125,0.188,0.157,0.167,0,1,0,2,16,BOS,C,27,8,2,1,0,0,1,7,0,1,0,0.355
Will Wagner,695238,632,0.133,0.133,0.28,0.235,0,0,0,2,15,SD,3B,27,15,2,0,0,0,2,2,0,0,0,0.368
Drew Avans,682183,79,0.133,0.133,0.098,0.133,0,0,0,2,15,ATH,OF,29,7,1,0,1,0,0,5,0,0,0,0.266
Rafael Flores,804668,75,0.2,0.333,0.281,0.294,0,2,0,3,15,PIT,1B,25,7,0,0,0,0,2,7,0,0,0,0.627
Gage Workman,669398,52,0.214,0.286,0.218,0.267,0,1,0,3,14,CHC,3B,26,9,0,2,1,0,1,6,0,0,0,0.553
Brian Navarreto,640459,42,0.286,0.643,0.362,0.267,1,2,0,4,14,MIA,C,30,8,3,5,0,0,0,3,0,1,0,0.91
Owen Miller,680911,68,0.143,0.143,0.228,0.294,0,0,0,2,14,COL,2B,29,9,0,1,1,0,2,4,0,0,1,0.437
Greg Allen,656185,52,0.0,0.0,0.0,0.0,0,0,0,0,14,BAL,OF,32,7,1,0,0,1,0,5,0,0,0,0.0
Tirso Ornelas,672359,62,0.071,0.071,0.142,0.188,0,0,0,1,14,SD,OF,25,7,0,1,0,0,2,2,0,0,0,0.259
Travis Jankowski,608671,182,0.214,0.214,0.256,0.267,0,0,0,3,14,CWS,OF,34,7,1,0,0,0,1,3,0,0,0,0.481
Tucker Barnhart,571466,58,0.231,0.231,0.271,0.333,0,0,0,3,13,TEX,C,34,8,0,0,0,0,1,4,0,0,1,0.564
Ryan Vilade,668723,60,0.077,0.077,0.151,0.2,0,0,0,1,13,STL,OF,26,7,1,0,0,0,2,5,0,0,0,0.277
Ryan Noda,676116,259,0.154,0.154,0.211,0.214,0,0,0,2,13,BAL,1B,29,7,0,1,1,0,1,6,0,0,0,0.368
Chad Stevens,677060,55,0.154,0.154,0.136,0.154,0,0,0,2,13,LAA,2B,26,5,1,0,0,1,0,7,1,0,0,0.308
César Salazar,663967,48,0.231,0.231,0.297,0.375,0,0,0,3,13,HOU,C,29,11,0,1,0,0,2,2,0,0,1,0.606
Corey Julks,667452,50,0.25,0.417,0.26,0.231,0,2,0,3,12,CWS,OF,29,6,2,1,0,0,0,3,0,1,0,0.648
Jacob Hurtubise,674441,62,0.083,0.083,0.201,0.267,0,0,0,1,12,CIN,OF,27,12,3,0,0,0,1,6,0,0,2,0.35
Tristan Peters,671976,46,0.0,0.0,0.0,0.0,0,0,0,0,12,TB,OF,25,4,0,0,0,0,0,7,0,0,0,0.0
Bryan Ramos,682868,39,0.167,0.333,0.209,0.167,0,2,0,2,12,CWS,3B,23,4,1,2,0,0,0,4,0,0,0,0.5
Sandy León,506702,41,0.083,0.333,0.17,0.083,1,0,0,1,12,ATL,C,36,5,1,3,0,0,0,4,0,0,0,0.416
Nick Solak,669256,33,0.091,0.091,0.08,0.091,0,0,0,1,11,PIT,1B,30,4,0,0,0,0,0,2,0,0,0,0.182
Blaine Crim,688760,291,0.0,0.0,0.309,0.154,0,0,0,0,11,TEX,1B,28,5,1,0,0,0,1,6,0,0,1,0.154
Vimael Machín,605353,38,0.091,0.364,0.227,0.167,1,0,0,1,11,BAL,3B,32,4,1,1,0,0,1,2,0,0,0,0.531
Kevin Alcántara,682634,46,0.364,0.364,0.352,0.417,0,0,0,4,11,CHC,OF,23,10,2,1,1,0,1,4,0,0,0,0.781
Will Brennan,686823,46,0.091,0.091,0.177,0.231,0,0,0,1,11,CLE,OF,27,6,0,0,0,1,1,1,0,0,1,0.322
Coco Montes,663796,27,0.2,0.2,0.176,0.2,0,0,0,2,10,TB,2B,29,5,0,1,0,0,0,3,0,0,0,0.4
Will Banfield,677943,44,0.1,0.1,0.088,0.1,0,0,0,1,10,CIN,C,26,7,0,0,0,0,0,6,0,0,0,0.2
Will Robertson,683770,266,0.1,0.1,0.149,0.25,0,0,0,1,10,TOR,OF,27,3,0,1,0,0,1,7,0,0,1,0.35
Justin Foscue,679822,42,0.111,0.222,0.139,0.111,0,1,0,1,9,TEX,1B,26,4,0,2,0,0,0,3,0,0,0,0.333
Nick Ahmed,605113,31,0.0,0.0,0.069,0.1,0,0,0,0,9,TEX,SS,35,5,1,0,1,0,1,3,0,0,0,0.1
Jon Singleton,572138,25,0.111,0.111,0.098,0.111,0,0,0,1,9,HOU,DH,34,3,0,0,0,0,0,1,0,0,0,0.222
J.D. Davis,605204,31,0.111,0.111,0.098,0.111,0,0,0,1,9,LAA,1B,32,5,0,0,0,0,0,3,0,0,0,0.222
Connor Joe,656582,334,0.0,0.0,0.231,0.1,0,0,0,0,9,SD,OF,33,7,0,0,0,0,1,6,0,0,0,0.1
Carter Kieboom,666198,33,0.25,0.25,0.221,0.25,0,0,0,2,8,LAA,1B,28,3,0,1,0,0,0,1,0,0,0,0.5
Samad Taylor,669392,23,0.125,0.125,0.11,0.125,0,0,0,1,8,SEA,OF,27,4,1,0,0,0,0,1,1,0,0,0.25
Donovan Walton,622268,27,0.125,0.125,0.11,0.125,0,0,0,1,8,PHI,SS,31,2,1,1,0,0,0,1,1,0,0,0.25
Cal Stevenson,670276,25,0.25,0.25,0.221,0.25,0,0,0,2,8,PHI,OF,29,5,0,1,0,0,0,2,0,0,0,0.5
Tyler Black,672012,54,0.25,0.375,0.43,0.538,0,1,0,2,8,MIL,1B,25,5,1,1,0,1,5,1,0,0,0,0.913
Rhylan Thomas,689041,34,0.125,0.25,0.194,0.2,0,1,0,1,8,SEA,OF,25,3,2,2,0,0,1,0,0,1,0,0.45
Jhostynxon Garcia,691373,40,0.143,0.286,0.293,0.333,0,1,0,1,7,BOS,OF,22,5,0,0,0,0,2,5,0,0,0,0.619
Tsung-Che Cheng,691907,24,0.0,0.0,0.0,0.0,0,0,0,0,7,PIT,SS,24,3,0,0,0,1,0,3,0,0,0,0.0
Logan Porter,682515,34,0.143,0.143,0.255,0.333,0,0,0,1,7,SF,C,30,5,2,1,0,0,1,2,0,0,1,0.476
Buddy Kennedy,671083,127,0.0,0.0,0.132,0.125,0,0,0,0,7,PHI,3B,27,4,0,0,0,0,1,2,0,0,0,0.125
Omar Narváez,553882,43,0.286,0.286,0.315,0.4,0,0,0,2,7,CWS,C,33,4,1,3,0,0,2,1,0,1,0,0.686
Derek Hill,656537,579,0.286,0.286,0.272,0.375,0,0,0,2,7,CWS,OF,29,4,0,1,0,0,0,2,0,0,1,0.661
Dom Nuñez,624513,28,0.286,0.286,0.252,0.286,0,0,0,2,7,CLE,C,30,2,2,0,0,0,0,4,0,0,0,0.572
Rob Brantly,542963,19,0.429,0.429,0.378,0.429,0,0,0,3,7,MIA,C,36,3,0,1,0,0,0,1,0,0,0,0.858
Brett Sullivan,664954,36,0.167,0.167,0.255,0.333,0,0,0,1,6,PIT,C,31,3,1,2,0,0,1,3,0,1,1,0.5
Nicky Lopez,670032,106,0.0,0.0,0.13,0.0,0,0,0,0,6,LAA,3B,30,5,0,0,0,0,0,1,0,0,0,0.0
Dairon Blanco,680118,32,0.167,0.333,0.209,0.167,0,1,0,1,6,KC,OF,32,9,2,1,3,2,0,2,2,0,0,0.5
Kody Clemens,665019,1533,0.0,0.0,0.307,0.143,0,0,0,0,6,PHI,1B,29,7,0,0,0,0,1,0,0,0,0,0.143
Petey Halpin,690984,33,0.333,0.333,0.393,0.5,0,0,0,2,6,CLE,OF,23,6,5,0,0,0,2,2,0,0,0,0.833
Tyler Callihan,682997,22,0.167,0.167,0.147,0.167,0,0,0,1,6,CIN,OF,25,4,0,1,0,0,0,1,0,0,0,0.334
César Prieto,693409,25,0.167,0.167,0.147,0.167,0,0,0,1,6,STL,2B,26,3,0,0,0,0,0,5,0,0,0,0.334
Brett Wisely,689172,261,0.0,0.0,0.267,0.333,0,0,0,0,6,ATL,2B,26,4,0,0,0,0,3,4,0,0,0,0.333
Harry Ford,695670,29,0.167,0.167,0.201,0.25,0,0,0,1,6,SEA,C,22,8,1,1,0,0,0,3,0,1,1,0.417
Billy Cook,695257,20,0.333,0.333,0.294,0.333,0,0,0,2,6,PIT,OF,26,3,1,0,0,0,0,1,0,0,0,0.666
Steward Berroa,672642,32,0.0,0.0,0.115,0.167,0,0,0,0,5,MIL,OF,26,2,0,0,1,0,1,2,0,0,0,0.167
Chadwick Tromp,644433,69,0.0,0.0,0.221,0.167,0,0,0,0,5,ATL,C,30,2,0,0,0,0,1,2,0,0,0,0.167
Jonathan Ornelas,680716,41,0.0,0.0,0.246,0.167,0,0,0,0,5,TEX,SS,25,4,0,0,0,0,1,3,0,0,0,0.167
Jordyn Adams,677941,14,0.0,0.0,0.0,0.0,0,0,0,0,5,BAL,OF,26,10,1,0,0,0,0,2,0,0,0,0.0
Buddy Kennedy,671083,127,0.2,0.4,0.132,0.333,0,1,0,1,5,TOR,3B,27,2,1,0,0,0,1,1,0,0,0,0.733
Jonathan Ornelas,680716,41,0.5,0.5,0.246,0.5,0,0,0,2,4,ATL,SS,25,2,1,0,0,0,0,0,0,0,0,1.0
Sergio Alcántara,642727,18,0.0,0.0,0.0,0.0,0,0,0,0,4,SF,SS,29,1,0,0,0,0,0,2,0,0,0,0.0
Eddie Rosario,592696,23,0.0,0.0,0.11,0.0,0,0,0,0,4,ATL,OF,34,3,1,0,0,0,0,2,0,0,0,0.0
Eddie Rosario,592696,23,0.25,0.25,0.11,0.25,0,0,0,1,4,LAD,OF,34,2,0,0,0,0,0,0,0,0,0,0.5
Aramis Garcia,605244,16,0.0,0.0,0.0,0.0,0,0,0,0,4,ARI,C,32,2,0,0,0,0,0,3,0,0,0,0.0
Trey Lipscomb,702358,16,0.5,0.5,0.441,0.5,0,0,0,2,4,WSH,3B,25,3,1,0,0,0,0,1,0,0,0,1.0
C.J. Stubbs,667690,13,0.0,0.0,0.0,0.0,0,0,0,0,3,WSH,C,29,1,0,0,0,0,0,0,0,0,0,0.0
Donovan Solano,456781,704,0.0,0.0,0.277,0.0,0,0,0,0,3,TEX,1B,37,2,0,0,0,0,0,2,0,0,0,0.0
Brewer Hicklen,676551,18,0.667,0.667,0.614,0.75,0,0,0,2,3,DET,OF,29,1,2,0,1,0,1,1,0,0,0,1.417
Drew Romo,691011,12,0.0,0.0,0.0,0.0,0,0,0,0,3,COL,C,24,3,0,0,0,0,0,3,0,0,0,0.0
Kenedy Corona,685744,21,0.0,0.0,0.346,0.5,0,0,0,0,2,HOU,OF,25,3,0,0,0,0,2,1,0,0,0,0.5
Gage Workman,669398,52,0.0,0.0,0.218,0.0,0,0,0,0,2,CWS,3B,26,3,0,0,0,0,0,1,0,0,0,0.0
Greg Jones,675659,9,0.0,0.0,0.0,0.0,0,0,0,0,2,CWS,OF,27,3,0,0,1,0,0,2,0,0,0,0.0
Justin Dean,681909,11,0.0,0.0,0.0,0.0,0,0,0,0,2,LAD,OF,28,18,0,0,1,0,0,1,0,0,0,0.0
Ali Sánchez,645305,80,0.0,0.0,0.224,0.0,0,0,0,0,2,BOS,C,28,4,0,0,0,0,0,1,0,0,0,0.0
Hunter Feduccia,676439,477,0.0,0.0,0.226,0.333,0,0,0,0,2,LAD,C,28,2,0,0,0,0,1,1,0,0,0,0.333
Drew Avans,682183,79,0.0,0.0,0.098,0.0,0,0,0,0,2,MIL,OF,29,1,0,1,0,0,0,1,0,1,0,0.0
Cooper Hummel,669450,451,0.0,0.0,0.268,0.0,0,0,0,0,1,BAL,OF,31,1,0,0,0,0,0,1,0,0,0,0.0
José Azocar,640492,67,0.0,0.0,0.276,0.0,0,0,0,0,1,ATL,OF,29,2,0,0,0,0,0,0,0,0,0,0.0
Garrett Stubbs,596117,4,0.0,0.0,0.0,0.0,0,0,0,0,1,PHI,DH,32,5,2,0,0,0,0,0,0,0,0,0.0
David Bañuelos,675915,8,0.0,0.0,0.361,0.5,0,0,0,0,1,BAL,C,29,1,0,0,0,0,0,1,0,0,1,0.5
Vidal Bruján,660644,345,1.0,1.0,0.275,1.0,0,0,0,1,1,BAL,3B,27,1,0,0,0,0,0,0,0,0,0,2.0
Terrin Vavra,679631,4,0.0,0.0,0.0,0.0,0,0,0,0,1,BAL,2B,28,1,0,0,0,0,0,0,0,0,0,0.0
Chuckie Robinson,642020,4,0.0,0.0,0.0,0.0,0,0,0,0,1,LAD,C,30,1,1,0,0,0,0,0,1,0,0,0.0
Travis Jankowski,608671,182,0.0,0.0,0.256,0.0,0,0,0,0,0,NYM,OF,34,5,1,0,0,0,0,0,1,0,0,0.0
